month,pct,practice,name,address1,address2,address4,address5,postcode,total_pericyazine
2019-06-01,06K,E82062,HALL GROVE GROUP PRACTICE,HALL GROVE PRACTICE,4 HALL GROVE,HERTFORDSHIRE,,AL7 4PL,4
2019-06-01,99F,F81007,"DR PUZEY,DR KOTHARI AND DR NANDA",THE PUZEY FAMILY PRACTICE,"SOUTHWELL HOUSE,BACK LANE",ESSEX,,SS4 1AY,6
2019-06-01,07H,F81016,BARBARA CASTLE HEALTH CENTRE,BARBARA CASTLE HEALTH CTR,BROADLEY ROAD,ESSEX,,CM19 5SJ,4
2019-06-01,99F,F81123,AUDLEY MILLS SURGERY,AUDLEY MILLS SURGERY,57 EASTWOOD ROAD,ESSEX,,SS6 7JF,4
2019-06-01,99G,F81176,NORTH AVENUE SURGERY,332 NORTH AVENUE,SOUTHEND-ON-SEA,,,SS2 4EQ,3
2019-06-01,99G,F81613,DR KUMAR & PTNR - SHOEBURY HC,SHOEBURY HEALTH CENTRE,CAMPFIELD ROAD,ESSEX,,SS3 9BX,4
2019-06-01,99G,F81649,DRS. PALACIN & GUYLER,SHOEBURY HEALTH CENTRE,CAMPFIELD ROAD,ESSEX,,SS3 9BX,2
2019-06-01,08M,F84006,THE SHREWSBURY CENTRE,SHREWSBURY ROAD HLTH CTR,SHREWSBURY ROAD,LONDON,,E7 8QP,12
2019-06-01,08M,F84052,ESSEX LODGE,ESSEX LODGE,94 GREENGATE STREET,LONDON,,E13 0AS,2
2019-06-01,08D,F85034,ARCADIAN GARDENS SURGERY,1 ARCADIAN GARDENS,WOOD GREEN,LONDON,,N22 5AB,4
2019-06-01,07X,F85642,THE NORTH LONDON HEALTH CENTRE,NORTH LONDON HEALTH CTR.,BROOMFIELD AVENUE,LONDON,,N13 4JJ,4
2019-06-01,99K,G81037,THE MEADS SURGERY,BELL FARM ROAD,UCKFIELD,,,TN22 1BA,3
2019-06-01,99K,G81061,CHAPEL STREET SURGERY,CHAPEL STREET SURGERY,CHAPEL STREET,EAST SUSSEX,,BN9 9PW,4
2019-06-01,10A,G82002,ST JAMES' SURGERY,ST JAMES' SURGERY,HAROLD STREET,KENT,,CT16 1SF,2
2019-06-01,07N,G83010,NORTHUMBERLAND HEATH MED.CTR.,NORTHUMBERLAND HEATH,"MED.CTR., HIND CRESCENT","ERITH, KENT",,DA8 3DB,2
2019-06-01,08Q,G85001,FOREST HILL GROUP PRACTICE,THE FOREST HILL GRP PRACT,1 FOREST HILL ROAD,LONDON,,SE22 0SQ,4
2019-06-01,08K,G85014,STREATHAM COMMON GROUP PRACTICE,STREATHAM COMMON GRP PRAC,ST.ANDREW'S HALL,"STREATHAM, LONDON",,SW16 5LS,4
2019-06-01,09L,H81045,CATERHAM VALLEY MED.PRACT,CATERHAM VALLEY MED.PRACT,"EOTHEN HOUSE,EOTHEN CLOSE",SURREY,,CR3 6JU,3
2019-06-01,99H,H81068,BROCKWOOD MEDICAL PRACTICE,THE SURGERY,"TANNERS MEADOW, BROCKHAM",SURREY,,RH3 7NJ,2
2019-06-01,99H,H81133,THE INTEGRATED CARE PARTNERSHIP,THE OLD COTTAGE HPL SURG,"ALEXANDRA ROAD, EWELL",SURREY,,KT17 4BL,7
2019-06-01,09X,H82040,CRAWLEY DOWN HEALTH CENTRE,THE HEALTH CENTRE,BOWERS PLACE,WEST SUSSEX,,RH10 4HY,4
2019-06-01,07V,H83024,WOODCOTE MEDICAL,WOODCOTE MEDICAL,32 FOXLEY LANE,SURREY,,CR8 3EE,4
2019-06-01,08P,H84623,HAMPTON HILL MEDICAL CENTRE,HAMPTON HILL MED CENTRE,94-102 HIGH STREET,MIDDLESEX,,TW12 1NY,4
2019-06-01,08X,H85075,THE HAIDER PRACTICE,THE HAIDER PRACTICE,162 ST JOHNS HILL,LONDON,,SW11 1SW,4
2019-06-01,11A,J82018,STOKEWOOD SURGERY,STOKEWOOD SURGERY,"FAIR OAK ROAD, FAIR OAK",HAMPSHIRE,,SO50 8AU,9
2019-06-01,11A,J82035,ST CLEMENTS PARTNERSHIP,ST.CLEMENTS SURGERY,TANNER STREET,HAMPSHIRE,,SO23 8AD,3
2019-06-01,10R,J82055,CRANESWATER GROUP PRACTICE,THE SURGERY,"36 WAVERLEY ROAD,SOUTHSEA",HAMPSHIRE,,PO5 2PW,4
2019-06-01,10J,J82069,ACORN HEALTH PARTNERSHIP,GILLIES HEALTH CENTRE,"SULLIVAN RD,BRIGHTON HILL",HAMPSHIRE,,RG22 4EH,5
2019-06-01,11N,L82006,PENRYN SURGERY,THE PENRYN SURGERY,SARACEN WAY,CORNWALL,,TR10 8HX,3
2019-06-01,11N,L82016,OAK TREE SURGERY,OAK TREE SURGERY,CLEMO ROAD,CORNWALL,,PL14 3XA,4
2019-06-01,11N,L82028,THREE SPIRES MEDICAL PRACTICE,TRURO HEALTH PARK,INFIRMARY HILL,CORNWALL,,TR1 2JA,2
2019-06-01,11N,L82046,SALTASH HEALTH CENTRE,SALTASH HEALTH CENTRE,CALLINGTON ROAD,CORNWALL,,PL12 6DL,4
2019-06-01,11N,L82050,ROSEDEAN SURGERY,ROSEDEAN SURGERY,8 DEAN STREET,CORNWALL,,PL14 4AQ,6
2019-06-01,11N,L82620,HARRIS MEMORIAL SURGERY,HARRIS MEMORIAL SURGERY,"ROBARTES TERRACE, ILLOGAN",CORNWALL,,TR16 4RX,4
2019-06-01,11M,L84081,KINGSHOLM SURGERY,KINGSHOLM SURGERY,ALVIN STREET,,,GL1 3EN,2
2019-06-01,11X,L85001,FRENCH WEIR HEALTH CENTRE,FRENCH WEIR HEALTH CENTRE,FRENCH WEIR AVENUE,SOMERSET,,TA1 1NW,4
2019-06-01,11X,L85009,WEST SOMERSET HEALTHCARE,WEST SOMERSET HEALTHCARE,"WILLITON SURG, ROBERT ST",SOMERSET,,TA4 4QE,2
2019-06-01,11X,L85035,EAST QUAY MEDICAL CENTRE,EAST QUAY MEDICAL CENTRE,EAST QUAY,SOMERSET,,TA6 4GP,2
2019-06-01,11X,L85036,QUANTOCK VALE SURGERY,MOUNT STREET,BISHOPS LYDEARD,SOMERSET,,TA4 3LH,2
2019-06-01,05T,M81037,THORNELOE LODGE SURGERY,THORNELOE LODGE SURGERY,29 BARBOURNE ROAD,,,WR1 1RU,2
2019-06-01,05T,M81038,DR. J BARRELL & PARTNERS,UPTON SURGERY,TUNNEL HILL,WORCESTERSHIRE,,WR8 0QL,4
2019-06-01,05J,M81089,MAPLE VIEW MEDICAL PRACTICE,CHURCH HILL MEDICAL CTR,"TANHOUSE LANE,CHURCH HILL",WORCESTERSHIRE,,B98 9AA,4
2019-06-01,05X,M82003,STIRCHLEY MEDICAL PRACTICE,THE HEALTH CENTRE,"SANDINO ROAD, STIRCHLEY",SHROPSHIRE,,TF3 1FB,2
2019-06-01,05D,M83010,GORDON STREET SURGERY,THE SURGERY,72 GORDON STREET,STAFFORDSHIRE,,DE14 2JA,3
2019-06-01,05D,M83026,CARLTON STREET SURGERY,CARLTON STREET SURGERY,"CARLTON STREET,HORNINGLOW",STAFFORDSHIRE,,DE13 0TE,4
2019-06-01,05W,M83146,THE MOORCROFT MEDICAL CTR,THE MOORCROFT MEDICAL CTR,"BOTTESLOW ST, HANLEY",STAFFORDSHIRE,,ST1 3NJ,2
2019-06-01,05Q,M83668,TAMAR MEDICAL CENTRE,TAMAR MEDICAL CENTRE,"SEVERN DRIVE, PERTON",,,WV6 7QL,2
2019-06-01,05W,M83725,BLURTON MEDICAL CENTRE,"BLURTON HLTH CTR,RIPON RD","NEWSTEAD, BLURTON",STAFFORDSHIRE,,ST3 3BS,4
2019-06-01,05H,M84615,CHANCERY LANE SURGERY,CHANCERY LANE SURGERY,CHAPEL END,WARWICKSHIRE,,CV10 0PB,2
2019-06-01,15E,M85031,THE HARLEQUIN SURGERY,HARLEQUIN SURGERY,160 SHARD END CRESCENT,,,B34 7BP,4
2019-06-01,15E,M85063,MIDLANDS MEDICAL PARTNERSHIP,EATON WOOD MEDICAL CENTRE,"1128 TYBURN RD, ERDINGTON",,,B24 0SY,2
2019-06-01,15E,M85110,SALTLEY AND FERNBANK MEDICAL PRACTICE,SALTLEY HEALTH CENTRE,"CRADOCK ROAD, SALTLEY",,,B8 1RZ,2
2019-06-01,15E,M85136,DRUIDS HEATH SURGERY,DRUIDS HEATH SURGERY,"27 POUND RD,DRUIDS HEATH",,,B14 5SB,2
2019-06-01,15E,M85177,SWANSWELL MEDICAL CENTRE,SWANSWELL MEDICAL CENTRE,370 GOSPEL LANE,,,B27 7AL,4
2019-06-01,05A,M86009,ENGLETON HOUSE SURGERY,ENGLETON HOUSE SURGERY,2 VILLA ROAD,WEST MIDLANDS,,CV6 3HZ,5
2019-06-01,05C,M87003,MOSS GROVE SURGERY,MOSS GROVE SURGERY,15 MOSS GROVE,WEST MIDLANDS,,DY6 9HS,4
2019-06-01,05C,M87009,AW SURGERIES,ALBION HOUSE,ALBION STREET,WEST MIDLANDS,,DY5 3EE,4
2019-06-01,05L,M88001,DR SA AHMED & PARTNERS,158A CRANKHALL LANE,WEDNESBURY,,,WS10 0EB,3
2019-06-01,05L,M88643,THE SPIRES HEALTH CENTRE,VICTORIA STREET,WEDNESBURY,,,WS10 7EH,2
2019-06-01,15E,M89009,MANOR HOUSE LANE SURGERY,MANOR HOUSE LANE SURGERY,1 MANOR HOUSE LANE,BIRMINGHAM,,B26 1PE,4
2019-06-01,15E,M89021,COVENTRY ROAD PRACTICE,COVENTRY ROAD PRACTICE,2314 COVENTRY ROAD,BIRMINGHAM,,B26 3JS,2
2019-06-01,05Y,M91028,BERKLEY PRACTICE,BENTLEY MEDICAL CENTRE,"CHURCHILL ROAD, BENTLEY",WEST MIDLANDS,,WS2 0BA,2
2019-06-01,06A,M92011,PENN MANOR MEDICAL PRACTICE,PENN MANOR MEDICAL CENTRE,"MANOR ROAD, PENN",WEST MIDLANDS,,WV4 5PY,5
2019-06-01,06A,M92024,PARKFIELD MEDICAL CENTRE,PARKFIELD MEDICAL CENTRE,255 PARKFIELD ROAD,WOLVERHAMPTON,,WV4 6EG,4
2019-06-01,99A,N82035,MATHER AVENUE SURGERY,584 MATHER AVENUE,ALLERTON,MERSEYSIDE,,L19 4UG,2
2019-06-01,99A,N82048,WALTON MEDICAL CENTRE,BREEZE HILL,NEIGHBOURHOOD HEALTH CTR,LIVERPOOL,,L9 1AD,4
2019-06-01,99A,N82053,AINTREE PARK,THE ORRELL PARK SURGERY,"46 MOSS LANE,ORRELL PARK",MERSEYSIDE,,L9 8AL,2
2019-06-01,01T,N84016,MOORE STREET MEDICAL CENTRE,MOORE STREET MEDICAL CTR,77 MOORE STREET,MERSEYSIDE,,L20 4SE,4
2019-06-01,12F,N85018,VILLA MED CTR,1-2 ROMAN ROAD,PRENTON,,,CH43 3DB,5
2019-06-01,02M,P81668,FLEETWOOD SURGERY,WEST VIEW HEALTH VILLAGE,BROADWAY,LANCASHIRE,,FY7 8GU,4
2019-06-01,14L,P84019,VALENTINE MEDICAL CENTRE,VALENTINE MEDICAL CENTRE,"2 SMETHURST ST, BLACKLEY",GREATER MANCHESTER,,M9 8PP,6
2019-06-01,14L,P84042,FLORENCE HOUSE MEDICAL PRACTICE,HGR OPENSHAW PCC,1344 ASHTON OLD ROAD,,,M11 1JG,4
2019-06-01,14L,P84064,NEW ISLINGTON MEDICAL CENTRE,ANCOATS PRIMARY CARE CTRE,"OLD MILL STREET,ANCOATS",,,M4 6EE,2
2019-06-01,14L,P84645,PARK VIEW MEDICAL CENTRE,PARK VIEW MEDICAL CENTRE,66 DELAUNAYS ROAD,MANCHESTER,,M8 4RF,4
2019-06-01,01D,P86019,DURNFORD MEDICAL CENTRE,DURNFORD MEDICAL CENTRE,113 LONG STREET,MANCHESTER,,M24 6DL,4
2019-06-01,02H,P92016,PENNYGATE MEDICAL CENTRE,PENNYGATE MEDICAL CENTRE,"109 LADIES LANE, HINDLEY",LANCASHIRE,,WN2 2QG,2
2019-06-01,06H,Y00056,CAMBRIDGE ACCESS SURGERY,CAMBRIDGE ACCESS SURGERY,125 NEWMARKET ROAD,CAMBRIDGESHIRE,,CB5 8HB,4
2019-06-01,15E,Y00159,HALL GREEN HEALTH,979 STRATFORD ROAD,HALL GREEN,,,B28 8BG,2
2019-06-01,01K,Y01008,BAY MEDICAL GROUP,HEYSHAM PRIMARY CARE CTR,MIDDLETON WAY,,,LA3 2LE,3
2019-06-01,06L,Y01794,RAVENSWOOD MEDICAL PRACTICE,RAVENSWOOD HEALTH CENTRE,24 HENING AVENUE,SUFFOLK,,IP3 9QJ,11
2019-06-01,11M,Y02519,GLOUCESTER HEALTH ACCESS CENTRE,EASTGATE HOUSE,121-131 EASTGATE STREET,GLOUCESTERSHIRE,,GL1 1PX,32
2019-06-01,05W,Y02521,WILLOW BANK SURGERY,MEIR PRIMARY CARE CENTRE,"WESTON ROAD, MEIR",STAFFORDSHIRE,,ST3 6AB,2
2019-06-01,02T,Y02572,PARK COMMUNITY PRACTICE,HORNE STREET HEALTH CTR,HORNE STREET,,,HX1 5UA,2
2019-06-01,06W,Y02751,NORWICH PRACTICES HEALTH CENTRE,ROUEN HOUSE,ROUEN ROAD,NORFOLK,,NR1 1RB,62
2019-06-01,06A,Y02757,BILSTON URBAN VILLAGE MEDICAL CENTRE,BILSTON URBAN VILLAGE,"BANKFIELD RD, BILSTON",WEST MIDLANDS,,WV14 0EE,2
2019-06-01,07J,Y03222,ST JOHN'S SURGERY,ST JOHN'S SURGERY,MAIN ROAD,NORFOLK,,PE14 7RR,6
2019-06-01,06W,Y03595,BEECHCROFT AND OLD PALACE,23 BEECHCROFT,NEW COSTESSEY,NORFOLK,,NR5 0RS,59
2019-06-01,06Y,Y05291,TOFTWOOD MEDICAL CENTRE,TOFTWOOD MEDICAL CENTRE,"2 CHAPEL LANE, TOFTWOOD",NORFOLK,,NR19 1LD,19
2019-06-01,15E,Y05826,THE HILL GP PRACTICE,SPARKHILL PRIM CARE CTRE,856 STRATFORD ROAD,WEST MIDLANDS,,B11 4BW,2
2019-06-01,06M,Y06275,NELSON MEDICAL CENTRE,NELSON MEDICAL PRACTICE,PASTEUR ROAD,NORFOLK,,NR31 0DW,32
